direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"(El Trebol) Avd. Jose Antonio Nº 7 (Salamanca-Coria Km 30,4)",Vecinos,37450,Salamanca,1.759,1.869,1.776,1.857,-5.877528,40.777472,EL TREBOL,L-S: 07:00-22:00; D: 08:00-22:00,2022-04-11T19:57:00Z
(El Trebol) Ctra. Fregeneda Nº 12-22 Salamanca,Salamanca,37008,Salamanca,1.759,1.869,1.776,1.857,-5.67275,40.955806,EL TREBOL,L-S: 07:00-22:00; D: 08:00-22:00,2022-04-11T19:58:00Z
"*El Trebol* Cr.alba De Tormes-Piedrahita  Km 5.200 Km 8,7",Calvarrasa De Arriba,37191,Salamanca,1.729,1.869,1.769,1.849,-5.58675,40.894167,EL TREBOL,L-S: 07:00-22:00; D: 08:00-22:00,2022-04-11T20:08:00Z
420 Km 275,Herencia,13640,Ciudad Real,1.719,1.859,1.789,1.879,-3.344889,39.37325,PETRONOR,L-D: 06:00-12:00,2022-04-12T00:00:00Z
"A 480 Km 25,8",Jerez De La Frontera,11408,Cádiz,1.699,1.839,1.719,1.799,-6.163639,36.682111,SHELL,L-V: 06:00-22:00,2022-04-12T14:00:00Z
"A Ii, Km Km 299,3",La Muela,50196,Zaragoza,1.809,1.949,1.819,1.899,-1.099611,41.58575,SHELL,L-D: 24H,2022-04-12T14:00:00Z
A Pedra,Cariño,15360,Coruña (A),1.82,2.01,1.789,2.03,-7.878278,43.731806,ORTEGAL OIL,L-S: 08:00-14:00 y 16:00-20:00,2022-04-11T14:51:00Z
A- 4 Km 628.5,Jerez De La Frontera,11407,Cádiz,1.749,1.889,1.769,1.849,-6.0715,36.758528,SHELL,L-D: 05:00-23:00,2022-04-12T14:00:00Z
"A-1 Km 152,8",Fuentespina,09471,Burgos,1.792,1.944,1.736,1.797,-3.684833,41.616306,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
A-121 Km 2,Alberite De San Juan,50529,Zaragoza,1.759,NA,1.755,1.835,-1.470056,41.815722,CEPSA,L-V: 09:00-13:00,2022-04-12T00:00:00Z
"A-131 Km 16,8",Ballobar,22234,Huesca,1.8,NA,1.8,1.87,0.194139,41.624333,CEPSA,L-V: 07:00-19:00; S: 07:00-14:00,2022-04-12T13:56:00Z
A-132 Km 14,La Sotonera,22810,Huesca,1.769,NA,1.769,1.829,-0.548472,42.211917,REPSOL,L-D: 06:30-22:00,2022-04-11T21:30:00Z
"A-138 Km 50,53",Labuerda,22360,Huesca,1.809,1.941,1.785,1.859,0.132528,42.446444,ESTACION DE SERVICIO RV,L-D: 06:30-22:30,2022-04-12T12:14:00Z
"A-140 Km 13,5",Tamarite De Litera,22550,Huesca,1.795,2.205,1.785,NA,0.419222,41.863667,ESC,L-D: 24H,2022-04-11T00:00:00Z
"A-2 Km 8,000",Molins De Rei,08750,Barcelona,1.769,1.909,1.809,1.879,2.024121,41.391917,GALP,L-D: 06:00-22:00,2022-04-12T02:17:00Z
"A-2003 Km 25,5",Jerez De La Frontera,11570,Cádiz,1.789,NA,1.829,NA,-5.857505,36.628164,LIBRE,L-D: 07:00-22:00,2022-04-12T08:28:00Z
A-231 Km 49,Sahagún,24320,León,1.779,1.911,1.839,1.919,-5.049028,42.380083,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
A-231 Km 50,Sahagún,24320,León,1.779,1.911,1.839,1.919,-5.049028,42.381389,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"A-311 (Jaen-Andujar) Km 9,4",Fuerte Del Rey,23180,Jaén,1.859,NA,1.849,1.959,-3.876278,37.87725,AGLA,L: 07:00-22:00,2022-04-11T08:22:00Z
A-334 Km 4.5,Baza,18800,Granada,1.799,1.949,1.799,1.879,-2.766909,37.481666,REPSOL,L-D: 06:30-22:30,2022-04-12T00:00:00Z
"A-345 Km 64,7",Albuñol,18700,Granada,1.729,1.879,1.759,1.809,-3.182889,36.761972,REPSOL,L: 07:00-20:00,2022-04-12T00:00:00Z
A-35 Km 39,Montesa,46692,Valencia / València,1.789,NA,1.789,1.869,-0.629028,38.954306,SHELL,L-D: 07:00-23:00,2022-04-12T15:00:00Z
A-354 Km 11,Antequera,29200,Málaga,1.769,1.879,1.779,1.829,-4.549972,37.022722,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
A-384 Km 44,Almargen,29330,Málaga,1.899,NA,1.869,1.909,-5.001444,37.005806,CEPSA,L: 06:00-22:00,2022-04-11T09:54:00Z
"A-4 Km 552,4",Dos Hermanas,41700,Sevilla,1.819,1.959,1.849,1.919,-5.952556,37.296389,CEPSA,L-V: 07:00-21:00; S: 07:00-15:00,2022-04-11T21:21:00Z
"A-45 Km 147,8",Casabermeja,29160,Málaga,1.824,NA,1.839,1.919,-4.429333,36.897833,CEPSA,L-D: 06:00-23:59,2022-04-12T00:00:00Z
A-495  (Avda Portugal) Km 13,San Bartolomé De La Torre,21510,Huelva,1.797,1.877,1.797,NA,-7.098583,37.444222,SARAS,L-D: 06:00-22:00,2022-04-12T18:06:00Z
"A-5 Km 245,2",Trujillo,10200,Cáceres,1.814,1.946,1.825,1.905,-5.835417,39.517556,CEPSA,L-D: 06:00-23:59,2022-04-12T06:00:00Z
"A-5 Km 351,5",Mérida,06800,Badajoz,1.764,1.896,1.829,1.909,-6.448083,38.879583,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"A-5 Km 47,7",Casarrubios Del Monte,45950,Toledo,1.808,1.948,1.868,1.948,-4.136,40.184528,REPSOL,L-D: 24H,2022-04-11T11:13:00Z
"A-52 Salida 291, Ctra Ponteareas- As Neves, Km Po-9006",Salvaterra De Miño,36459,Pontevedra,1.819,1.911,1.835,1.919,-8.462,42.141917,LA PARADA - VALCARCE,L-D: 24H,2022-04-11T15:59:00Z
"A-6 Km 249,7",San Esteban Del Molar,49650,Zamora,1.769,NA,1.795,1.895,-5.544472,41.936528,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"A-6 Km 25,5",Las Rozas De Madrid,28230,Madrid,1.819,1.949,1.839,1.929,-3.8975,40.55275,REPSOL,L-D: 24H,2022-04-11T10:20:00Z
"A-6, Salida 419/420 Km 419",Vega De Valcarce,24524,León,1.899,NA,1.829,NA,-6.914083,42.658806,VALCARCE,L-D: 24H,2022-04-12T00:00:00Z
"A-62 Km 138,6",Simancas,47130,Valladolid,1.784,1.916,1.819,1.899,-4.860583,41.566278,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"A-62 Km 177,8",Siete Iglesias De Trabancos,47511,Valladolid,1.764,NA,1.815,1.895,-5.178088,41.346954,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
A-62 Km 225,Pedrosillo El Ralo,37427,Salamanca,1.764,NA,1.815,1.915,-5.544444,41.054917,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
A-62 Km 275,Aldehuela De La Bóveda,37460,Salamanca,1.799,NA,1.859,NA,-6.05075,40.849972,BERNAL,L-D: 07:30-23:00,2022-04-11T15:24:00Z
"A-62 Km 41,6",Villodrigo,34257,Palencia,1.749,1.881,1.785,1.865,-4.079667,42.159083,CEPSA,L-D: 08:00-21:00,2022-04-12T00:00:00Z
A-7 Km 17,Tibi,03109,Alicante,1.829,1.971,1.809,1.899,-0.603167,38.498222,BP,L-D: 06:30-22:00,2022-04-09T07:15:00Z
"A-92 Km 15,4",Alcalá De Guadaíra,41500,Sevilla,1.799,NA,1.829,1.949,-5.827611,37.346333,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"A-92 Km 239,000",Albolote,18220,Granada,1.819,1.949,1.829,1.919,-3.667139,37.232667,GALP,L-D: 24H,2022-04-10T23:30:00Z
A-92 Sevilla-Malaga Km 5.900,Alcalá De Guadaíra,41500,Sevilla,1.779,NA,1.779,1.859,-5.879972,37.370056,SHELL,L-V: 06:00-21:00,2022-04-12T14:00:00Z
A-92a Km 333,Fiñana,04500,Almería,1.829,1.959,1.849,1.919,-2.832778,37.160889,CEPSA,L-D: 06:00-00:00,2022-04-11T19:23:00Z
"A315 Torreperogil A Baza Km 63,15",Pozo Alcón,23485,Jaén,1.819,1.929,1.869,1.929,-2.939667,37.70725,GALP,L-D: 07:00-22:00,2022-04-11T08:03:00Z
"A494 Km 17,400",Palos De La Frontera,21810,Huelva,1.759,1.879,1.819,1.889,-6.872722,37.197472,REPSOL,L: 07:00-22:00,2022-04-12T00:00:00Z
"Ac 840 Km 6,89",Oza-Cesuras,15380,Coruña (A),1.829,1.939,1.799,1.899,-8.1905,43.225889,E.S. OZAGAS,L-D: 07:00-23:00,2022-04-11T10:15:00Z
Ac-862 Km 24,Moeche,15563,Coruña (A),1.799,NA,1.799,1.88,-8.021861,43.565417,ORTEGAL OIL,L-S: 07:00-22:00; D: 08:00-22:00,2022-04-11T14:49:00Z
"Ac-862 Km 31,30",Cerdido,15569,Coruña (A),1.79,1.9,1.799,NA,-7.953694,43.603583,ORTEGAL OIL,L-S: 08:00-14:00 y 16:00-20:00,2022-04-11T14:52:00Z
"Acceso A-66, S/N",Fuente De Cantos,06240,Badajoz,1.839,1.949,1.899,1.969,-6.296556,38.23025,GALP,L-D: 06:00-23:00,2022-04-11T09:07:00Z
"Acceso A-92, 282",Darro,18181,Granada,1.799,NA,1.789,NA,-3.266583,37.323028,CARBURANTES A92,L-V: 07:00-21:00; S: 07:00-14:00,2022-04-11T23:11:00Z
"Acceso A2622, 0",Erriberagoitia/Ribera Alta,01420,Araba/Álava,1.829,NA,1.869,NA,-2.901944,42.81125,E.S. TOCALU,L-D: 07:00-22:00,2022-04-11T10:16:00Z
"Acceso Acceso Aeropuerto Tenerife Sur, 1",Granadilla De Abona,38610,Santa Cruz De Tenerife,1.473,1.585,1.453,1.553,-16.574639,28.05,DISA AEROPUERTO TFS,L-D: 24H,2022-04-12T16:37:00Z
"Acceso Aeropuerto De Barcelona, Lado Aire, S/N",Sant Boi De Llobregat,08830,Barcelona,1.879,NA,1.885,NA,2.059222,41.293806,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"Acceso Aeropuerto De Lanzarote-Lado Aire, Sn",Arrecife,35500,Palmas (Las),1.479,NA,1.464,NA,-13.603778,28.955417,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Acceso Aeropuerto De Lanzarote-Lado Tierra, Sn",Arrecife,35500,Palmas (Las),1.479,1.559,1.464,1.544,-13.607806,28.953806,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Acceso Aéropuerto Lavacolla, S/N",Santiago De Compostela,15702,Coruña (A),1.871,1.961,1.821,1.871,-8.422778,42.898944,SHELL,L-D: 07:00-23:00,2022-04-12T07:09:00Z
"Acceso Area De Expansion Ganadera, 2",La Puebla De Valverde,44450,Teruel,NA,NA,NA,NA,-0.920306,40.210083,CEREALES TERUEL,L-V: 24H,2022-04-11T21:00:00Z
"Acceso Cra. Nacional 625, 0",Cangas De Onís,33547,Asturias,NA,1.909,1.819,1.909,-5.18275,43.3885,GALP ARRIONDAS,L-D: 06:00-22:00,2022-04-12T14:22:00Z
"Acceso Ctra, 4",Santpedor,08251,Barcelona,1.789,1.919,1.809,1.859,1.851972,41.779139,REPSOL,L-V: 06:00-22:00,2022-04-12T00:00:00Z
"Acceso Ctra. N-Vi.  Robra,",Outeiro De Rei,27150,Lugo,1.769,1.909,1.779,NA,-7.606361,43.084528,Q8,L-D: 24H,2022-04-12T13:00:00Z
"Acceso Norte A Vandellòs (C-233 Km 9,8)",Vandellòs I L'hospitalet De L'infant,43891,Tarragona,1.659,NA,1.659,1.719,0.82725,41.020139,ALAS,L-D: 07:00-13:00 y 15:00-21:00,2022-04-11T12:53:00Z
"Acceso Partida Saso Bajo, S/N",Lanaja,22250,Huesca,NA,NA,1.746,NA,-0.32975,41.77575,AN ENERGÉTICOS - LANAJA,L-D: 24H,2022-04-12T10:26:00Z
"Acceso Plan Parcial Les Viñes Cv 403 Nuevo Acceso A Xirivella C-3215, Sn",Mislata,46920,Valencia / València,1.789,NA,1.779,1.849,-0.433111,39.468611,GALP,L-D: 06:00-22:00,2022-04-12T02:17:00Z
"Adva. Gijon, N-601 Km 194,6",Zaratán,47610,Valladolid,1.809,1.977,1.797,1.881,-4.768083,41.661806,REPOSTAR--ZARATAN,L-D: 07:00-22:00,2022-04-12T11:16:00Z
"Ae Vial Salida Aeropuerto, S.n.",Palma,07611,Balears (Illes),1.849,1.979,1.869,1.919,2.722944,39.545917,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Agregado Naranjo, S/N",Murcia,30011,Murcia,NA,NA,NA,NA,-1.116833,37.973611,REPSOL BUTANO,L-V: 08:00-22:00; S-D: 09:00-14:00,2022-04-11T13:44:00Z
"Aguilar-Barruelo Km 13,3",Barruelo De Santullán,34820,Palencia,1.779,NA,1.779,NA,-4.287667,42.894639,LOS LINARES,L-V: 08:00-21:00; S-D: 09:00-14:30 y 16:30-21:00,2022-04-12T09:17:00Z
"Alameda De Andalucía, 42",Antequera,29200,Málaga,1.667,NA,1.677,NA,-4.565361,37.021833,ASC CARBURANTES,L-D: 24H,2022-04-12T11:17:00Z
"Alameda Solano, 18 (N-340a Km 5,1)",Chiclana De La Frontera,11130,Cádiz,1.779,1.911,1.799,1.879,-6.14425,36.426639,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
Alcampo  Hipermercado  (C.c. Bonaire) Ctra.  N-Iii Km. 345,Aldaia,46960,Valencia / València,1.716,1.842,1.716,1.745,-0.484833,39.470722,"ALCAMPO, S.A.",L-S: 07:00-22:00,2022-04-12T12:33:00Z
Alcampo Hipermercado ( Centro Comercial Salera ) (Carretera 340 Km 64.500),Castelló De La Plana,12006,Castellón / Castelló,1.759,1.839,1.769,1.799,-0.065389,39.979472,ALCAMPO,L-D: 24H,2022-04-11T18:41:00Z
Alcolea-Tarragona S/N,Calanda,44570,Teruel,1.799,NA,1.799,NA,-0.230722,40.944806,LA CALANDINA,L-D: 24H,2022-04-11T14:20:00Z
"Aldea Av Aurelio Menendez, Sn",Ibias,33810,Asturias,1.759,NA,1.799,NA,-6.871306,43.038139,CAMPSA,L-D: 08:00-14:00 y 15:00-21:00,2022-04-12T00:00:00Z
"Aldea Carretera De La Muela, S/N",Vejer De La Frontera,11150,Cádiz,NA,NA,1.7,NA,-6.002778,36.27,CODISAL,L-D: 07:00-22:00,2022-04-11T16:51:00Z
"Aldea Poligono Industrial, 1",Salas,33868,Asturias,1.839,NA,1.859,1.949,-6.232806,43.40475,REPSOL,L-D: 06:00-22:00,2022-04-12T10:20:00Z
Alferez Provisionales S/N,Melilla,52001,Melilla,1.368,NA,1.358,1.398,-2.946306,35.290472,SHELL,L-S: 07:00-23:00,2022-04-12T15:00:00Z
"Alfonso X El Sabio, S/N,",Mataró,08301,Barcelona,1.817,1.947,1.857,NA,2.449306,41.545472,Q8,L-D: 24H,2022-04-12T13:00:00Z
"Alfredo Atienza, 149-151",La Roda,02630,Albacete,NA,NA,1.699,NA,-2.14775,39.201139,LA REMEDIADORA,L-D: 24H,2022-04-12T18:12:00Z
"Alicante, 1 - P.i. Beniata",Alcoy/Alcoi,03800,Alicante,1.709,NA,1.759,NA,-0.477972,38.695083,GASOLINERA ALCOY,L-D: 24H,2022-04-12T02:25:00Z
"Almogavares, 66",Barcelona,08018,Barcelona,1.784,1.914,1.774,1.864,2.186482,41.394195,GALP,L-D: 24H,2022-04-12T02:17:00Z
Alzira/Carcaixent Km 0.400,Alzira,46600,Valencia / València,1.768,NA,1.768,NA,-0.439472,39.141611,ALZICOOP CARBURANTS,L-D: 24H,2022-04-12T15:12:00Z
Antigua Nacional Vi Km 368,Bembibre,24300,León,1.769,1.879,1.809,1.859,-6.401389,42.608861,REPSOL,L-V: 08:00-21:00; S-D: 10:00-14:00 y 16:00-20:00,2022-04-11T22:00:00Z
"Ap-1535 Km 2,000",L'alfàs Del Pi,03581,Alicante,1.759,1.889,1.754,1.824,-0.082972,38.567722,GALP,L-D: 06:00-22:00,2022-04-12T02:17:00Z
Ap-4 (Mrg.dcho.) Km 70,Jerez De La Frontera,11407,Cádiz,1.839,1.981,1.839,1.929,-6.044722,36.7815,BP AP4 CUADREJON SEVILLA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
Ap-4 (Mrg.izdo.) Km 70,Jerez De La Frontera,11407,Cádiz,1.839,1.981,1.839,1.929,-6.043167,36.78125,BP AP4 CUADREJON JEREZ,L-D: 07:00-23:00,2022-04-12T00:00:00Z
Ap-4 Km 45,Las Cabezas De San Juan,41730,Sevilla,1.849,1.989,1.849,1.949,-5.938889,37.000861,ENI,L-D: 24H,2022-04-12T10:00:00Z
"Ap-53 Km 28,000",Silleda,36453,Pontevedra,1.799,1.919,1.819,1.879,-8.300833,42.716389,GALP,L-D: 24H,2022-04-12T09:15:00Z
"Ap-7 (Mrg.dcho.) Km 358,2",Benicarló,12580,Castellón / Castelló,1.829,NA,1.835,1.935,0.406056,40.459222,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
Ap-8 (Mrg.dcho.) Km 55,Deba,20829,Gipuzkoa,1.839,1.971,1.859,1.925,-2.329861,43.284528,CEPSA,L-D: 24H,2022-04-12T09:23:00Z
Ap-8 (Mrg.izdo.) Km 55,Deba,20829,Gipuzkoa,1.839,1.971,1.859,1.925,-2.328222,43.284944,CEPSA,L-D: 24H,2022-04-12T09:23:00Z
"Apartamentes Camino De La Gabardera, S/N",Remolinos,50637,Zaragoza,NA,NA,NA,NA,-1.183778,41.839139,COOPERATIVA,L-V: 08:00-13:00 y 15:00-18:00; S: 08:00-13:00,2022-04-11T17:42:00Z
Apel·les Mestres 44-46,Reus,43206,Tarragona,1.724,1.799,1.739,NA,1.071278,41.162944,ENTREAUTO,L-D: 24H,2022-04-11T09:43:00Z
Arañaburu 3-B,Oiartzun,20180,Gipuzkoa,NA,NA,1.849,NA,-1.861056,43.317056,INSAUSTI,L-D: 24H,2022-04-11T10:06:00Z
"Area, Arrabal Butiplaya La, 1",Mijas,29649,Málaga,1.809,1.952,1.809,1.899,-4.682833,36.501889,BP LA CALA,L-D: 24H,2022-04-11T09:49:00Z
"Area, Arrabal Cr Sevilla Ai-7, 1",Badajoz,06009,Badajoz,1.87,1.981,1.879,1.945,-6.95975,38.87275,CEPSA,L: 07:00-23:00,2022-04-11T00:00:00Z
"Area, Arrabal El Pla, 2",Villanueva De Castellón,46270,Valencia / València,1.704,NA,1.714,NA,-0.538222,39.064694,GASEXPRESS,L-D: 24H,2022-04-11T12:57:00Z
"Area, Arrabal Puerto De Raos, 8",Santander,39011,Cantabria,1.819,NA,1.799,1.829,-3.833333,43.434139,"EESSMAS, S.L.",L-V: 07:00-21:00; S: 08:00-20:00,2022-04-12T11:44:00Z
"Arturo Soria, 29",Madrid,28027,Madrid,1.839,1.959,1.859,1.869,-3.640833,40.441444,REPSOL,L-D: 24H,2022-04-12T17:05:00Z
"As-112 Km 5,8",Aller,33685,Asturias,1.799,1.909,1.829,1.879,-5.674861,43.16475,REPSOL,L-V: 08:30-14:30 y 16:00-21:00; S-D: 08:00-16:00,2022-04-12T00:00:00Z
As-228 Km 28,Teverga,33110,Asturias,1.759,NA,1.799,1.849,-6.096833,43.164806,PETRONOR,L-D: 07:00-20:00,2022-04-12T00:00:00Z
As219 Km 25800,Tineo,33873,Asturias,1.759,NA,1.799,1.849,-6.543028,43.408639,REPSOL,L-D: 08:00-20:00,2022-04-12T00:00:00Z
"At  A-1 P.k. 116,0 D",Boceguillas,40560,Segovia,1.799,1.949,1.809,1.879,-3.631417,41.325139,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"At A-3, 281",Requena,46340,Valencia / València,1.799,1.929,1.819,1.879,-1.165306,39.530556,BP,L-D: 24H,2022-04-12T16:35:00Z
"At A-3, 322",Buñol,46360,Valencia / València,1.789,1.919,1.829,1.899,-0.754528,39.444778,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"At A-3, 337",Chiva,46370,Valencia / València,1.789,1.929,1.819,1.909,-0.588833,39.475222,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"At A-8, 131",Abanto Y Ciérvana-Abanto Zierbena,48500,Bizkaia,1.819,1.949,1.859,1.949,-3.068806,43.3285,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"At A-8, 131",Abanto Y Ciérvana-Abanto Zierbena,48500,Bizkaia,1.819,1.949,1.859,1.949,-3.067722,43.327111,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"At Ap-66, 126",Rioseco De Tapia,24275,León,1.809,1.919,1.869,1.939,-5.770944,42.691639,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"At Ap-66, 126",Rioseco De Tapia,24275,León,1.809,1.919,1.869,1.939,-5.7675,42.690583,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au  A-8 ,P.k. 256",Valdáliga,39593,Cantabria,1.819,1.949,1.849,1.909,-4.329278,43.333972,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au  A-8 ,P.k. 256",Valdáliga,39593,Cantabria,1.819,1.949,1.849,1.909,-4.330611,43.334083,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-10, 3",Camargo,39600,Cantabria,1.819,1.939,1.819,1.909,-3.835611,43.425278,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Au A-10, 5",Camargo,39600,Cantabria,1.819,1.939,1.829,1.919,-3.836333,43.412444,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Au A-15, 14",Valtierra,31514,Navarra,1.759,1.869,1.789,1.839,-1.676278,42.200333,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-15, 14",Valtierra,31514,Navarra,1.759,1.869,1.789,1.839,-1.674889,42.200361,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-15, 78",Noáin (Valle De Elorz)/Noain (Elortzibar),31119,Navarra,1.779,NA,1.825,1.905,-1.618028,42.731944,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"Au A-15, 78",Noáin (Valle De Elorz)/Noain (Elortzibar),31119,Navarra,1.774,1.906,1.795,1.875,-1.615528,42.724889,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"Au A-15, 98,5",Iza/Itza,31892,Navarra,1.799,1.929,1.829,1.919,-1.743917,42.861639,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-68, 283",Sobradiel,50629,Zaragoza,1.789,1.899,1.779,1.869,-1.031417,41.730583,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"Au A-68, 283",Sobradiel,50629,Zaragoza,1.789,1.899,1.779,1.869,-1.029833,41.731639,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-7  277,8",Algarrobo,29750,Málaga,1.799,1.949,1.809,1.899,-4.050556,36.760194,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Au A-8, 182",Bárcena De Cicero,39791,Cantabria,1.819,1.929,1.829,1.919,-3.542028,43.411417,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Au A-8, 195",Entrambasaguas,39716,Cantabria,1.819,NA,1.829,1.919,-3.6835,43.389806,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Au A-9  Pontevedra Sur-Vigo, 13",Vilaboa,36141,Pontevedra,1.789,1.929,1.839,1.909,-8.662806,42.3185,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au A-9, 144",Vilaboa,36141,Pontevedra,1.789,1.929,1.839,1.909,-8.662222,42.317667,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-1   (Izda), 12",Quintanapalla,09290,Burgos,1.819,1.969,1.829,1.919,-3.549556,42.40475,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-1  (Dcha), 12",Quintanapalla,09290,Burgos,1.819,1.969,1.829,1.919,-3.549583,42.404111,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-68, 100",San Asensio,26340,Rioja (La),1.779,1.889,1.789,1.839,-2.752889,42.513222,PETRONOR,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Au Ap-68, 100",San Asensio,26340,Rioja (La),1.779,1.889,1.789,1.839,-2.754389,42.511667,PETRONOR,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Au Ap-68, 136,2",Logroño,26006,Rioja (La),1.779,1.889,1.789,1.839,-2.370917,42.450417,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-68, 36",Zuia,01139,Araba/Álava,1.819,1.949,1.829,1.899,-2.870083,42.966111,PETRONOR,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Au Ap-68, 36",Zuia,01139,Araba/Álava,1.819,1.949,1.829,1.899,-2.873583,42.966472,REPSOL,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Au Ap-68, 6",Arrigorriaga,48480,Bizkaia,1.819,1.969,1.849,1.939,-2.897389,43.190194,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-68, 63  D",Erriberabeitia,01213,Araba/Álava,1.819,1.949,1.829,1.899,-2.913306,42.743111,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-68, 63,5",Erriberabeitia,01213,Araba/Álava,1.819,1.949,1.829,1.899,-2.913222,42.741361,PETRONOR,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7   Oeste, 208",Sant Jaume Dels Domenys,43713,Tarragona,1.829,1.959,1.839,1.929,1.589944,41.289444,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7  161,00 D",Estepona,29680,Málaga,1.799,1.949,1.809,1.899,-5.114944,36.465167,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7  224,00  D",Torremolinos,29620,Málaga,1.799,1.949,1.819,1.909,-4.526917,36.61325,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7  224,00  I",Torremolinos,29620,Málaga,1.799,1.949,1.819,1.909,-4.52725,36.613611,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7, 161,00 I",Estepona,29680,Málaga,1.799,1.949,1.809,1.899,-5.116556,36.463556,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7, 187,00 I",Marbella,29600,Málaga,1.799,1.949,1.809,1.899,-4.830278,36.519417,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au Ap-7, 86",Maçanet De La Selva,17412,Girona,1.829,1.939,1.839,1.929,2.739972,41.772833,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Au R-2 ,P.k. 35,5 M.d.",Meco,28880,Madrid,1.869,2.019,1.849,1.989,-3.295,40.554361,REPSOL,L-D: 06:00-22:00,2022-04-11T23:00:00Z
"Au R-2 ,P.k. 35,5 M.i.",Meco,28880,Madrid,1.869,2.019,1.849,1.989,-3.294472,40.557,REPSOL,L-D: 24H,2022-04-11T23:00:00Z
"Autopista A - 4 Km. 23,300",Pinto,28320,Madrid,1.809,1.919,1.839,1.889,-3.684694,40.218694,REPSOL,L-V: 06:00-22:00; S: 06:00-14:00,2022-04-12T00:00:00Z
"Autopista A-126 Km. 37,850",Tauste,50660,Zaragoza,1.799,1.899,1.799,1.869,-1.245778,41.893639,"LABOIL, S.L.",L-D: 24H,2022-04-11T08:35:00Z
Autopista A-2 Km. 125,Saúca,19262,Guadalajara,1.789,1.899,1.799,1.849,-2.554806,41.01375,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
